0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	2.7755575615628914E-17
0.0	0.0	0.0	0.0
4.965068306494546E-17	0.0	0.0	1.2412670766236365E-17
5.067451620406765E-17	1.1331166295920986E-17	0.0	2.2662332591841973E-17
6.294372906377364E-17	1.4835979218054374E-17	1.0490621510628939E-17	2.0981243021257878E-17
6.206335383118183E-17	1.6996749443881478E-17	2.4037033579794548E-17	2.1942709178604383E-17
5.851389114294502E-17	1.850371707708594E-17	2.2662332591841973E-17	2.2662332591841973E-17
5.822058658345462E-17	1.962615573354719E-17	1.7554167342883506E-17	2.3221980631040627E-17
5.797950651443767E-17	2.0498851113104244E-17	2.214128977988299E-17	2.214128977988299E-17
5.777783805466598E-17	2.119867103594834E-17	2.2662332591841973E-17	2.6573940485783934E-17
5.551115123125783E-17	2.0367024336646687E-17	2.1773264873091063E-17	2.553141617588905E-17
5.349188379241318E-17	2.967195843610875E-17	2.225396882708156E-17	2.4602688231898327E-17
5.3628867073790325E-17	2.866583523299505E-17	2.583903469664147E-17	2.482534153247273E-17
5.374844106186573E-17	2.8609792490763984E-17	2.8609792490763984E-17	2.4037033579794548E-17
9.614813431917819E-17	2.7755575615628914E-17	2.856025168737767E-17	2.4271546777843327E-17
1.013490324081353E-16	2.7755575615628914E-17	2.851614316424119E-17	4.579436337827677E-17
1.057859471963502E-16	3.3086842192679415E-17	3.053777254514616E-17	5.1336956296541967E-17
1.348361178431636E-16	3.284083995358298E-17	3.7238012298709096E-17	5.042050700450315E-17
1.4485670608862953E-16	4.4093901328117714E-17	4.367594022388861E-17	6.117030937550668E-17
1.4591189160756878E-16	4.467621023035382E-17	4.621721965745931E-17	7.001690603823843E-17
1.445701445694388E-16	4.7017365215613605E-17	4.557032912495445E-17	7.95641124572901E-17
1.6806835668167717E-16	4.6374796724432265E-17	4.6027415078689346E-17	8.49837472194074E-17
1.7763568394002506E-16	5.057306561942087E-17	4.5097472448829337E-17	8.617648093045563E-17
1.7452599466202862E-16	4.988881720363143E-17	4.4555463495417244E-17	8.467812782183449E-17
1.7651421091760462E-16	5.010830272092148E-17	4.372257765332499E-17	9.34391909990421E-17
1.7459873908811014E-16	4.948416269741028E-17	4.572755901976555E-17	9.190526900229399E-17
1.7187140734938036E-16	6.720099450678617E-17	4.5226877226866216E-17	9.927461107992936E-17
1.6898260652736252E-16	6.626552854390356E-17	4.4466707503901866E-17	9.878281759274735E-17
1.6653345369377348E-16	6.594599357027823E-17	4.402675662443412E-17	9.730426565005899E-17
1.642041997679149E-16	6.509259464525837E-17	4.3610271956070115E-17	9.589742167779617E-17
1.8837144206991188E-16	6.69489673871845E-17	4.4018203587612386E-17	9.455677587055343E-17
1.8582462431791932E-16	6.612861614858058E-17	4.362650507479947E-17	9.893561399898574E-17
1.8695688583771487E-16	7.808292987735278E-17	4.401062665260701E-17	1.0626124472776124E-16
1.9005758618919378E-16	8.157915125164097E-17	4.917430265175294E-17	1.0838898772828417E-16
1.8769363956748421E-16	9.711771986322344E-17	4.8719385526252487E-17	1.1297428819698255E-16
1.854263135156602E-16	9.625350216922892E-17	4.8074067159589095E-17	1.1184099501133527E-16
2.034761792505867E-16	1.1155478658438084E-16	4.7661406588509336E-17	1.207385944693691E-16
2.101007242380555E-16	1.3114325908478108E-16	4.787333948891398E-17	1.3033304304548184E-16
2.1880539294862393E-16	1.1493067903928646E-16	4.748417896484622E-17	1.3133474969533545E-16
2.2951856030935175E-16	1.336611125493684E-16	5.157147993076251E-17	1.2113526306256193E-16
2.282512748027893E-16	1.3270667550664012E-16	5.3706759441744775E-17	1.200173505009903E-16
2.4698067510425936E-16	1.5481948708286417E-16	5.325757743702957E-17	1.1374861553212088E-16
2.578597707454366E-16	1.5448110542431487E-16	5.2824790555202975E-17	1.1293332579962551E-16
2.654661725110473E-16	1.773922787767175E-16	5.475172898165867E-17	1.1177398540427668E-16
2.800250574494397E-16	1.5427111474505888E-16	5.782510009778725E-17	1.1543741215847357E-16
2.9329996735304375E-16	1.782183903703155E-16	5.735965761457724E-17	1.15763822197155E-16
2.9201962498150306E-16	1.785608208784738E-16	5.690963610839524E-17	1.1722167283745695E-16
2.942614658762682E-16	1.609823385706477E-16	6.268091485093338E-17	1.1749496091904414E-16
2.950714130836808E-16	1.6842747751141052E-16	6.218492760847781E-17	1.2278078934165754E-16
2.9232179211938517E-16	1.6790667472344248E-16	6.265727505569285E-17	1.1737890153358807E-16
2.9942253727177537E-16	1.5349838521310826E-16	6.218034423440795E-17	1.216427396149395E-16
2.975015639545373E-16	1.7427744699292998E-16	6.703608384223791E-17	1.3359248039462546E-16
3.0238411065710777E-16	1.736967702679818E-16	7.011685884578271E-17	1.2429585610467314E-16
3.054915096169147E-16	1.7876431532710382E-16	7.105411868981657E-17	1.234042268446226E-16
3.0288915768331686E-16	1.6689825906783551E-16	7.278733927886647E-17	1.209278804886931E-16
3.0734922027446936E-16	1.5132297553574048E-16	7.252434825283805E-17	1.2037841395814754E-16
3.0686834541283635E-16	1.515934952792944E-16	7.226936326089276E-17	1.2370522356705553E-16
3.2041364760072605E-16	1.351689883285126E-16	7.246632998638652E-17	1.261276390829487E-16
3.197573755389152E-16	1.4179367304122274E-16	7.403382460736335E-17	1.263452322131178E-16
3.2345244584158986E-16	1.340412719201102E-16	7.999410951537363E-17	1.3620225489512665E-16
3.354812625348855E-16	1.519028470857401E-16	7.935669609415758E-17	1.4048557357423762E-16
3.3292231571266806E-16	1.539512110316623E-16	7.88106850030428E-17	1.5492547218558325E-16
3.3063833652755685E-16	1.4831413598860846E-16	8.41164093311417E-17	1.546898148448213E-16
3.4375920710073135E-16	1.5700924586837752E-16	9.300094782152856E-17	1.5656256147571663E-16
3.436020665148023E-16	1.5616480793088917E-16	9.530734748158518E-17	1.7206853210878632E-16
3.42723020248532E-16	1.5592316472535642E-16	9.836140361253311E-17	1.7476550894855365E-16
3.48081214548678E-16	1.6376164592140544E-16	1.0123881048057428E-16	1.7668280141536396E-16
3.5618711293681467E-16	1.6115998561773288E-16	1.1366722745957328E-16	1.8862709258828167E-16
3.67216076766451E-16	1.7704955317069318E-16	1.1405928785270605E-16	1.8833391066231983E-16
3.7762999453310467E-16	1.7730046964608005E-16	1.1555567610933196E-16	1.872787340021605E-16
3.764388818171363E-16	1.876860414652669E-16	1.1590522389931534E-16	1.7587200618318587E-16
3.752763326927241E-16	1.9928822991562837E-16	1.187254189568864E-16	1.8487143827204507E-16
3.849662651029328E-16	2.1013738783212888E-16	1.2404392892180478E-16	1.7424961276832985E-16
4.0110610275845315E-16	2.088474203902819E-16	1.372723717097522E-16	1.8441222364182364E-16
3.950637438780805E-16	2.1345257043947266E-16	1.3769224566937075E-16	1.8848648347996877E-16
4.1583515882440926E-16	2.1207987086073253E-16	1.3713124191180257E-16	1.8751151215282428E-16
4.267550071866362E-16	2.1110318846838221E-16	1.397930406726907E-16	1.9461499680723119E-16
4.450422850480427E-16	2.183271996879548E-16	1.423403773177299E-16	2.0431478542825366E-16
